RBP	RBP_name_simple	RBP_name_complex	fimo1_motif	fimo1_not_motif	fimo2_motif	fimo2_not_motif	odd1	odd2	odd	pvalue	pvalue_adj
M242_0.6	HNRNPR	HNRNPR_SYNCRIP	35	7587	1776	398209	0.0046131540793462504	0.004459969513496681	1.034346549990085	0.7942808119601736	1.0
M120_0.6	CPEB3	CPEB3	32	7590	2437	397548	0.004216073781291172	0.006130077374304486	0.6877684446470017	0.03640136244103802	1.0
M108_0.6	ELAVL1	ELAVL1_ELAVL3	38	7584	2555	397430	0.0050105485232067514	0.0064288050725914	0.7793903325158744	0.1450558558383786	1.0
M290_0.6	EIF4B	EIF4B	35	7587	2237	397748	0.0046131540793462504	0.005624164043565272	0.8202381800410427	0.2764499429717245	1.0
M075_0.6	TIA1	TIA1	60	7562	2643	397342	0.007934408886537953	0.0066517005501557855	1.1928391584543183	0.17561227131806337	1.0
M046_0.6	QKI	QKI	7	7615	724	399261	0.0009192383453709783	0.0018133501644287823	0.5069282058165223	0.0739820309672493	1.0
M328_0.6	ELAVL2	ELAVL2_ELAVL3	39	7583	1687	398298	0.005143083212448898	0.004235522146734355	1.2142737150871201	0.2456805845807729	1.0
M086_0.6	SRSF12	SRSF12_Fusip1_BX511012.1	65	7557	4848	395137	0.008601296810903799	0.012269162341162685	0.701050044960828	0.0035085765532219117	0.592949437494503
M148_0.6	PABPN1	PABPN1_PABPN1L	81	7541	6135	393850	0.010741280997215224	0.015576996318395328	0.6895604760803937	0.0005618686173962473	0.09495579633996579
M261_0.6	SF3B4	SF3B4	22	7600	1505	398480	0.0028947368421052633	0.003776852037743425	0.7664416856093723	0.25493588248579924	1.0
M245_0.6	NCL	NCL	23	7599	1123	398862	0.0030267140413212266	0.00281551012630935	1.0750144398481452	0.6628619893310551	1.0
M047_0.6	RBM28	RBM28	21	7601	1005	398980	0.0027627943691619526	0.002518923254298461	1.0968156193116774	0.6435486661096892	1.0
M346_0.6	SNRPA	SNRPA_SNRPB2	51	7571	2659	397326	0.006736230352661471	0.006692237608412236	1.0065736972928063	0.9432245320736533	1.0
M164_0.6	RBMS2	RBMS2_RBMS3_ENSG00000213250	5	7617	704	399281	0.0006564264145989234	0.0017631692968110178	0.3722991409765238	0.017336843732965977	1.0
M072_0.6	SRSF9	SRSF9	62	7560	3815	396170	0.0082010582010582	0.009629704419819774	0.8516417372249614	0.2331380854142037	1.0
M297_0.6	RBFOX2	RBFOX2_RBFOX3	31	7591	1391	398594	0.00408378342774338	0.0034897665293506675	1.170216802011463	0.3764433408061052	1.0
M227_0.6	PTBP1	PTBP1_PTBP2_ROD1	67	7555	2286	397699	0.00886829913964262	0.005748065748216616	1.5428318895611246	0.000976808022349574	0.165080555777078
M307_0.6	NONO	NONO	46	7576	2315	397670	0.006071805702217529	0.005821409711569895	1.0430129475597603	0.7602547662861654	1.0
YTH	YTH	YTH_family	31	7591	1760	398225	0.00408378342774338	0.004419612028375918	0.9240140088142657	0.7268805714453146	1.0
M296_0.6	IGF2BP1	IGF2BP1	26	7596	1449	398536	0.0034228541337546076	0.00363580705381697	0.9414289820911155	0.8473125682684759	1.0
M323_0.6	NOVA2	NOVA2_ENSG00000248163_ENSG00000249644	38	7584	1697	398288	0.0050105485232067514	0.004260735949865424	1.1759819388396997	0.3274024400263114	1.0
M201_0.6	SF3B4	SF3B4	38	7584	2601	397384	0.0050105485232067514	0.006545306303223079	0.7655178063613962	0.11213771155860158	1.0
M354_0.6	YTHDC1	YTHDC1	15	7607	1486	398499	0.0019718680163007757	0.003728993046406641	0.5287936962502306	0.009649818496392126	1.0
M136_0.6	SNRPB2	SNRPB2	20	7602	1150	398835	0.002630886608787161	0.002883397896373187	0.9124257918396761	0.8283287296653221	1.0
M235_0.6	RBM47	RBM47	34	7588	3065	396920	0.0044807590933052185	0.007721959084954147	0.5802619573620579	0.0008372910122372167	0.14150218106808962
M081_0.6	CSDA	CSDA_YB-1	34	7588	1998	397987	0.0044807590933052185	0.005020264481000636	0.8925344691027348	0.5656904126475369	1.0
M319_0.6	SNRPA	SNRPA_SNRPB2	20	7602	1205	398780	0.002630886608787161	0.0030217162345152716	0.8706597193793728	0.6716288064728579	1.0
M155_0.6	ZNF638	ZNF638	32	7590	1205	398780	0.004216073781291172	0.0030217162345152716	1.3952580103761774	0.07257524433264252	1.0
M161_0.6	RBM6	RBM6	36	7586	2042	397943	0.004745583970471922	0.0051313881636314744	0.9248148491486328	0.7449435763667835	1.0
M325_0.6	NOVA2	NOVA2_ENSG00000248163_ENSG00000249644	27	7595	1282	398703	0.003554970375246873	0.0032154260188661738	1.1055985596895896	0.6082434065710798	1.0
M254_0.6	CSDA	CSDA	23	7599	1624	398361	0.0030267140413212266	0.004076704295852255	0.7424413991470229	0.17121313956663864	1.0
M087_0.6	SRSF12	SRSF12_Fusip1_BX511012.1	64	7558	5578	394407	0.00846784863720561	0.014142751016082372	0.5987412652302533	1.2721586542229698e-05	0.002149948125636819
M033_0.6	KHDRBS3	KHDRBS3	16	7606	1558	398427	0.002103602419142782	0.003910377559753732	0.5379537875813871	0.008873752667639463	1.0
M068_0.6	SNRNP70	SNRNP70	20	7602	2323	397662	0.002630886608787161	0.005841644411585719	0.4503674690587689	8.610732268548202e-05	0.014552137533846462
M168_0.6	SFPQ	SFPQ_PSPC1	35	7587	1694	398291	0.0046131540793462504	0.004253171675985649	1.0846385781681802	0.5935308475029782	1.0
M272_0.6	SRSF1	SRSF1	65	7557	3691	396294	0.008601296810903799	0.009313792285525393	0.9235010345110565	0.5857373319432786	1.0
M240_0.6	RBM38	RBM38	35	7587	2066	397919	0.0046131540793462504	0.005192011439514072	0.8885099990800487	0.5712841741076573	1.0
M349_0.6	PABPC1	PABPC1_PABPC1L_ENSG00000250177	17	7605	720	399265	0.002235371466140697	0.0018033135887192716	1.239591095039813	0.34117639142677136	1.0
M145_0.6	RBM5	RBM5	80	7542	4266	395719	0.010607265977194379	0.010780376984678522	0.9839420265422837	0.955081127635097	1.0
M103_0.6	SRSF1	SRSF1	82	7540	5368	394617	0.010875331564986738	0.013603063223327936	0.7994766609874016	0.04397980329955878	1.0
M073_0.6	STAR-PAP	STAR-PAP	10	7612	588	399397	0.0013137151865475565	0.0014722193707013323	0.8923365720434259	0.879605410523558	1.0
M170_0.6	RBM38	RBM38	29	7593	2086	397899	0.0038193072566837876	0.005242536422559493	0.7285227891309791	0.09102922869343834	1.0
M243_0.6	HNRNPR	HNRNPR_SYNCRIP	44	7578	2688	397297	0.005806281340723146	0.006765719348497471	0.8581912789528585	0.3564717158364077	1.0
M143_0.6	RBMS2	RBMS2_RBMS1_ENSG00000213250	4	7618	549	399436	0.0005250721974271463	0.0013744379575201034	0.382026845631165	0.040563693729217525	1.0
M111_0.6	CSDA	CSDA_YB-1	33	7589	2081	397904	0.004348398998550534	0.005229904700631308	0.8314489933297701	0.33358006176736144	1.0
M085_0.6	ZCRB1	ZCRB1	14	7608	837	399148	0.001840168243953733	0.0020969665387274897	0.8775382010007701	0.7990862231958605	1.0
M146_0.6	PABPC1	PABPC1_PABPC1L_ENSG00000250177	63	7559	4233	395752	0.008334435771927504	0.010696092502375226	0.7792037858757036	0.05385863769085787	1.0
M112_0.6	ELAVL1	ELAVL1_ELAVL3	45	7577	2743	397242	0.005939025999736044	0.006905110738542249	0.8600913474980478	0.3612286239841097	1.0
M178_0.6	BRUNOL6	BRUNOL6_CELF3	54	7568	2698	397287	0.007135306553911205	0.006791060366938762	1.0506910803868499	0.7236941073257396	1.0
M044_0.6	PPRC1	PPRC1	249	7373	6455	393530	0.0337718703377187	0.01640281554138185	2.0589069146401924	2.4083962318634736e-23	4.07018963184927e-21
M031_0.6	ELAVL1	ELAVL1_ELAVL3	48	7574	2548	397437	0.006337470293108001	0.00641107898861958	0.9885185168296564	1.0	1.0
M025_0.6	HNRNPC	HNRNPC	58	7564	2744	397241	0.007667900581702803	0.006907645484730931	1.110059947148762	0.44075624532735114	1.0
M055_0.6	RBMS2	RBMS2_RBMS3_ENSG00000213250	3	7619	760	399225	0.00039375246095288093	0.0019036883962677688	0.20683661345251828	0.0006908428652726495	0.11675244423107776
M051_0.6	RBM41	RBM41	10	7612	788	399197	0.0013137151865475565	0.001973962730180838	0.6655217783302346	0.23791619166988398	1.0
M012_0.6	CPEB3	CPEB3_CPEB2	61	7561	2891	397094	0.008067715910593836	0.007280392048230394	1.1081430583885676	0.4130037075125042	1.0
M348_0.6	SNRPA	SNRPA_SNRPB2	63	7559	3155	396830	0.008334435771927504	0.00795050777410982	1.048289745601899	0.6948459032625725	1.0
M256_0.6	ACO1	ACO1	55	7567	2717	397268	0.00726840227302762	0.0068392118167081165	1.0627543740158765	0.6224363408475955	1.0
M122_0.6	MEX3C	MEX3C_MEX3D_MEX3B	21	7601	1588	398397	0.0027627943691619526	0.003985973789963278	0.6931290858255758	0.09684987519181676	1.0
M195_0.6	SF3B4	SF3B4	39	7583	2139	397846	0.005143083212448898	0.005376452195070454	0.95659424204766	0.8738421513240513	1.0
M162_0.6	PABPC5	PABPC5	49	7573	3990	395995	0.006470355209296184	0.010075884796525209	0.6421624839862763	0.0012906268603079434	0.21811593939204243
M126_0.6	SRSF4	SRSF4_SRSF6	76	7546	4491	395494	0.010071561091969255	0.011355418792699763	0.886938762526673	0.32282457970705003	1.0
M175_0.6	RBM24	RBM24_RBM38	30	7592	2052	397933	0.003951527924130664	0.005156646973234188	0.7662979344215826	0.1671711611909579	1.0
M331_0.6	SRSF7	SRSF7	26	7596	1109	398876	0.0034228541337546076	0.0027803126786269416	1.2311040265604174	0.2726478551503217	1.0
M271_0.6	HNRNPA1	HNRNPA1_HNRNPA3_ENSG00000215492_ENSG00000231942	12	7610	590	399395	0.0015768725361366622	0.0014772343169043177	1.0674491636784784	0.7625986853807816	1.0
M074_0.6	TARDBP	TARDBP	29	7593	2254	397731	0.0038193072566837876	0.00566714689073771	0.6739382850523955	0.035865080017302584	1.0
M150_0.6	RALY	RALY	53	7569	2750	397235	0.007002246003435064	0.006922854229863934	1.01146806951801	0.8887778144268159	1.0
M102_0.6	SRSF1	SRSF1	84	7538	5565	394420	0.01114353940037145	0.014109325084934841	0.7897996065219242	0.03323665105754138	1.0
M020_0.6	FXR2	FXR2	34	7588	2051	397934	0.0044807590933052185	0.005154121035146532	0.8693546509192194	0.46577173027802116	1.0
M071_0.6	SRSF7	SRSF7	29	7593	1000	398985	0.0038193072566837876	0.002506359888216349	1.523846305807981	0.03666834551188114	1.0
M021_0.6	G3BP2	G3BP2	37	7585	2405	397580	0.004878048780487805	0.006049097037074299	0.80640941128746	0.22969331962994513	1.0
M329_0.6	ELAVL2	ELAVL2_ELAVL3	20	7602	1885	398100	0.002630886608787161	0.004734991208239136	0.5556265034260843	0.006411660283234139	1.0
M083_0.6	ZC3H10	ZC3H10	120	7502	3911	396074	0.015995734470807786	0.009874417406848215	1.619916782099392	1.4454329364912952e-06	0.0002442781662670289
M118_0.6	RBFOX2	RBFOX2_RBFOX3	39	7583	1623	398362	0.005143083212448898	0.004074183782589705	1.2623591587662157	0.1464846628138463	1.0
M154_0.6	SRSF1	SRSF1	141	7481	7121	392864	0.01884774762732255	0.018125865439439604	1.0398260811487778	0.6306768340457802	1.0
M040_0.6	MSI1	MSI1_MSI2	12	7610	595	399390	0.0015768725361366622	0.0014897719021507798	1.058465751609448	0.7642048973743594	1.0
M088_0.6	SRSF12	SRSF12_Fusip1_BX511012.1	48	7574	3970	396015	0.006337470293108001	0.010024872795222402	0.6321746342884547	0.0010118878656201875	0.17100904928981167
M065_0.6	SRSF9	SRSF9	81	7541	4399	395586	0.010741280997215224	0.011120211534280788	0.9659241610739672	0.8243488510175221	1.0
M054_0.6	RBM8A	RBM8A	131	7491	3051	396934	0.01748765184888533	0.007686416381564694	2.2751372005852013	3.1431246424611593e-16	5.311880645759359e-14
M049_0.6	RBM38	RBM38	40	7582	1982	398003	0.005275652862041678	0.004979861960839491	1.059397409713004	0.6806481498083494	1.0
M036_0.6	MATR3	MATR3	58	7564	1778	398207	0.007667900581702803	0.004465014427169789	1.7173294077267311	0.0001809140329859655	0.03057447157462817
M153_0.6	LIN28A	LIN28A_LIN28B	114	7508	5453	394532	0.015183803942461374	0.013821439072115823	1.0985689596602184	0.3189239411108852	1.0
M082_0.6	YBX2	YBX2_CSDA	39	7583	1779	398206	0.005143083212448898	0.0044675369030099995	1.151212250531999	0.3845165517606085	1.0
M234_0.6	RBM47	RBM47	32	7590	3278	396707	0.004216073781291172	0.008263025356245289	0.5102336734456001	3.4552061810991266e-05	0.005839298446057524
M156_0.6	TIA1	TIA1	66	7556	2715	397270	0.008734780307040762	0.006834143026153498	1.27810908750574	0.05732067412963035	1.0
M079_0.6	CELF3	CELF3	36	7586	1936	398049	0.004745583970471922	0.004863722807996001	0.975710203441311	1.0	1.0
M141_0.6	ESRP2	ESRP2_ESRP1	56	7566	3121	396864	0.007401533174729051	0.007864154975004032	0.9411733616967863	0.7420590538869719	1.0
M106_0.6	SRSF1	SRSF1	54	7568	3213	396772	0.007135306553911205	0.008097849646648453	0.8811359638993018	0.3989225799256938	1.0
M043_0.6	PCBP4	PCBP4_PCBP3_PCBP2	103	7519	4852	395133	0.0136986301369863	0.012279409717740608	1.115577251013563	0.26780111726018235	1.0
M158_0.6	HNRNPCL1	HNRNPCL1	68	7554	2744	397241	0.009001853322742918	0.006907645484730931	1.3031724547302184	0.035802303551680174	1.0
M048_0.6	CIRBP	CIRBP_RBM3	19	7603	743	399242	0.002499013547283967	0.0018610266454932097	1.342814490773547	0.22511979258082573	1.0
M023_0.6	HNRNPA1L2	HNRNPA1L2_HNRNPA3_ENSG00000215492_ENSG00000231942	16	7606	453	399532	0.002103602419142782	0.0011338265770952014	1.8553123216886402	0.023975068942904645	1.0
M004_0.6	BRUNOL4	BRUNOL4_CELF3	26	7596	2322	397663	0.0034228541337546076	0.005839115029560206	0.5861939894019201	0.0045593232855430845	0.7705256352567813
M016_0.6	FMR1	FMR1	39	7583	2122	397863	0.005143083212448898	0.005333494192724632	0.9642990179804695	0.9364304443224296	1.0
M163_0.6	IGF2BP3	IGF2BP3	32	7590	2001	397984	0.004216073781291172	0.00502784031518855	0.8385456810461699	0.36626868623341224	1.0
M056_0.6	SRSF3	SRSF3	22	7600	1116	398869	0.0028947368421052633	0.0027979110936172027	1.0346064421807206	0.8263076192440062	1.0
M211_0.6	PCBP4	PCBP4_PCBP3	43	7579	1958	398027	0.00567357171130756	0.00491926427101679	1.15333745022299	0.36177656696653493	1.0
M052_0.6	RBM46	RBM46_RBM47	13	7609	1968	398017	0.0017085030884478906	0.004944512420323755	0.3455352000786403	8.625004204913566e-06	0.0014576257106303926
M089_0.6	HNRNPL	HNRNPL_ENSG00000215042	18	7604	1687	398298	0.002367175170962651	0.004235522146734355	0.5588862692614595	0.011679034315451305	1.0
M121_0.6	SRSF3	SRSF3	11	7611	1237	398748	0.0014452765733806332	0.0031022099170403363	0.46588613022019465	0.006309754649520245	1.0
M238_0.6	RBM38	RBM38	34	7588	1882	398103	0.0044807590933052185	0.004727419788346232	0.9478233992147117	0.865516724220474	1.0
M149_0.6	CPEB3	CPEB3_CPEB4	66	7556	2787	397198	0.008734780307040762	0.0070166516447716255	1.2448644665934614	0.08264545777712418	1.0
M032_0.6	IGF2BP2	IGF2BP2	35	7587	1972	398013	0.0046131540793462504	0.00495461203528528	0.9310828065835898	0.7412326418126357	1.0
M207_0.6	PCBP4	PCBP4_PCBP3	67	7555	2732	397253	0.00886829913964262	0.006877229372717135	1.2895162657834736	0.04938551732209376	1.0
M262_0.6	QKI	QKI	7	7615	335	399650	0.0009192383453709783	0.0008382334542724884	1.096637626052273	0.6904080881820304	1.0
M291_0.6	EIF4B	EIF4B	71	7551	2674	397311	0.009402728115481393	0.006730244065731882	1.39708575553105	0.008673813066915155	1.0
M026_0.6	hnRNPK	hnRNPK	50	7572	2431	397554	0.006603275224511358	0.006114892568053648	1.0798677410964164	0.5523743234124767	1.0
M345_0.6	SNRPA	SNRPA_SNRPB2	21	7601	1353	398632	0.0027627943691619526	0.003394107848843043	0.8139972246620601	0.42366091751463064	1.0
M105_0.6	SRSF1	SRSF1	78	7544	4636	395349	0.010339342523860021	0.011726348112680189	0.8817188799537393	0.3038089877522526	1.0
M353_0.6	SRSF7	SRSF7	11	7611	1299	398686	0.0014452765733806332	0.0032582031975038	0.4435808590722334	0.003938604839988285	0.6656242179580201
M042_0.6	PABPC4	PABPC4_PABPC1L_ENSG00000250177	71	7551	3846	396139	0.009402728115481393	0.009708713355665562	0.9684834407016858	0.858797676449349	1.0
M318_0.6	SNRPA	SNRPA_SNRPB2	22	7600	1131	398854	0.0028947368421052633	0.002835624062940324	1.020846479594211	0.9130224057469445	1.0
M260_0.6	CSDA	CSDA	28	7594	1125	398860	0.003687121411640769	0.002820538534824249	1.3072402188862553	0.15656561537345237	1.0
M347_0.6	SNRPA	SNRPA_SNRPB2	53	7569	2350	397635	0.007002246003435064	0.005909942535239604	1.1848247189684689	0.22610706209938272	1.0
M027_0.6	HNRNPL	HNRNPL_ENSG00000215042	24	7598	1683	398302	0.0031587259805211897	0.0042254369799800155	0.7475501339830962	0.17841400541622096	1.0
M147_0.6	CNOT4	CNOT4	40	7582	3010	396975	0.005275652862041678	0.007582341457270609	0.6957814933252475	0.022203063458289596	1.0
M351_0.6	SRSF1	SRSF1	37	7585	2901	397084	0.004878048780487805	0.007305758982985968	0.6676991113241019	0.013594250358123273	1.0
M210_0.6	HNRPDL	HNRPDL	14	7608	791	399194	0.001840168243953733	0.0019814927078062295	0.9286777774675935	0.8965043866407321	1.0
M159_0.6	A2BP1	A2BP1_RBFOX2_RBFOX3	37	7585	1496	398489	0.004878048780487805	0.0037541814203152406	1.2993641580800834	0.12926461876044043	1.0
M269_0.6	ZFP36	ZFP36_ZFP36L2_ZFP36L1	49	7573	3425	396560	0.006470355209296184	0.008636776275973371	0.7491632297221882	0.04394899375332294	1.0
M167_0.6	MSI1	MSI1_MSI2	10	7612	606	399379	0.0013137151865475565	0.0015173556947160466	0.8657925041059019	0.7664798962415295	1.0
M070_0.6	SRSF2	SRSF2_ENSG00000180771	85	7537	4662	395323	0.011277696696298262	0.011792888346997266	0.9563133614480304	0.7462917052379582	1.0
M002_0.6	ANKHD1	ANKHD1_ANKRD17_ENSG00000249536	17	7605	752	399233	0.002235371466140697	0.0018836118256757332	1.1867474156140276	0.42542659835381413	1.0
M050_0.6	RBM4B	RBM4B_RBM4_RBM4	198	7424	5197	394788	0.026670258620689655	0.013164027275398442	2.025995393562599	2.923449863279706e-18	4.940630268942703e-16
M017_0.6	RBFOX2	RBFOX2_RBFOX3	37	7585	1496	398489	0.004878048780487805	0.0037541814203152406	1.2993641580800834	0.12926461876044043	1.0
M330_0.6	ELAVL2	ELAVL2_ELAVL3	47	7575	2508	397477	0.006204620462046204	0.006309799057555531	0.9833309120385723	1.0	1.0
M298_0.6	A2BP1	A2BP1_RBFOX2_RBFOX3	25	7597	875	399110	0.00329077267342372	0.00219237804114154	1.5010060362173039	0.04849740719536803	1.0
M205_0.6	SF3B4	SF3B4	60	7562	3644	396341	0.007934408886537953	0.009194103057720499	0.8629889002467999	0.2996967465092234	1.0
M077_0.6	U2AF2	U2AF2	78	7544	2946	397039	0.010339342523860021	0.007419926002231519	1.3934562852446908	0.005613209254813924	0.9486323640635532
M142_0.6	RBM42	RBM42	7	7615	774	399211	0.0009192383453709783	0.0019388243309928835	0.47412152337712354	0.04570339124128779	1.0
M152_0.6	FXR1	FXR1	18	7604	1519	398466	0.002367175170962651	0.003812119478198893	0.6209603829314048	0.046597172433850205	1.0
M062_0.6	SART3	SART3	63	7559	4233	395752	0.008334435771927504	0.010696092502375226	0.7792037858757036	0.05385863769085787	1.0
M169_0.6	hnRNPLL	hnRNPLL	34	7588	1800	398185	0.0044807590933052185	0.004520511822394113	0.9912061442042992	1.0	1.0
M333_0.6	SRSF9	SRSF9	41	7581	2399	397586	0.005408257485819813	0.006033914675064011	0.8963099044423326	0.5484597536040302	1.0
M334_0.6	SRSF4	SRSF4_SRSF6	40	7582	1507	398478	0.005275652862041678	0.0037818900917992965	1.3949778375319466	0.04729542146800782	1.0
M109_0.6	RBM4B	RBM4B_RBM4_RBM4	218	7404	5622	394363	0.029443544030253916	0.01425590128891402	2.0653582985419825	7.094727377846433e-21	1.1990089268560472e-18
M209_0.6	RBM45	RBM45	45	7577	1893	398092	0.005939025999736044	0.0047551822191855145	1.2489586573095197	0.1519032641287829	1.0
M124_0.6	ELAVL3	ELAVL3	19	7603	1260	398725	0.002499013547283967	0.0031600727318327167	0.790808870349841	0.35226736546071746	1.0
M140_0.6	ENOX1	ENOX1_ENOX2	36	7586	2442	397543	0.004745583970471922	0.0061427317296493715	0.7725526979415722	0.13631996727011003	1.0
M273_0.6	SRSF1	SRSF1	58	7564	1267	398718	0.007667900581702803	0.0031776844787544077	2.413046554171569	5.842795896389341e-09	9.874325064897985e-07
M229_0.6	CELF3	CELF3	25	7597	1797	398188	0.00329077267342372	0.0045129436346650325	0.7291854141821058	0.13941192581603035	1.0
M151_0.6	HNRNPH2	HNRNPH2_HNRNPH1_HNRNPF	126	7496	4562	395423	0.01680896478121665	0.011537012262817286	1.4569599475412167	8.943964207815828e-05	0.01511529951120875
M332_0.6	SRSF2	SRSF2_ENSG00000180771	43	7579	2243	397742	0.00567357171130756	0.005639334040659523	1.0060712258577316	0.9382367070458915	1.0
M019_0.6	SRSF12	SRSF12_Fusip1_BX511012.1	53	7569	4013	395972	0.007002246003435064	0.01013455496853313	0.6909278231926711	0.0061464329475293105	1.0
M037_0.6	MBNL3	MBNL3_MBNL2_MBNL1	46	7576	1724	398261	0.006071805702217529	0.0043288195429630315	1.4026469900062966	0.027613321153032333	1.0
M022_0.6	HNRNPA1	HNRNPA1_HNRNPA3_ENSG00000215492_ENSG00000231942	15	7607	434	399551	0.0019718680163007757	0.001086219281143083	1.8153498566382285	0.03335586399724498	1.0
M274_0.6	SRSF2	SRSF2_ENSG00000180771	41	7581	2449	397536	0.005408257485819813	0.006160448361909362	0.8778999787190139	0.457832074521311	1.0
M024_0.6	HNRNPA2B1	HNRNPA2B1_HNRNPA3_ENSG00000215492	26	7596	1006	398979	0.0034228541337546076	0.002521435965301432	1.3575019079833794	0.13284158667727752	1.0
